-0.09525475,0.014423488,50,50
-0.091124184,-0.004382014,656,50
0.0490072,-0.062977254,1263,50
0.180564,-0.09041132,1870,50
-0.12442617,-0.048602402,50,376
-0.11317572,-0.10401349,656,376
0.06506361,-0.12663053,1263,376
0.1964603,-0.16815643,1870,376
-0.18415207,-0.12898274,50,703
-0.14109145,-0.22113872,656,703
0.0706587,-0.27038437,1263,703
0.21567644,-0.26969174,1870,703
-0.24540511,-0.21628787,50,1030
-0.10401451,-0.31010497,656,1030
0.052110054,-0.33132756,1263,1030
0.21943273,-0.34688172,1870,1030
