-0.34594434,0.05474239,50,50
-0.14764051,0.015779858,656,50
0.102900416,-0.079207964,1263,50
0.32497427,-0.059134744,1870,50
-0.41602567,-0.10821063,50,376
-0.21947396,-0.0815044,656,376
0.062367823,-0.18989368,1263,376
0.28359044,-0.17814437,1870,376
-0.4125414,-0.18772854,50,703
-0.19657038,-0.24247122,656,703
0.090129554,-0.3331905,1263,703
0.31475627,-0.2959523,1870,703
-0.26442006,-0.31636864,50,1030
-0.04581902,-0.39021337,656,1030
0.24678564,-0.4516608,1263,1030
0.46477458,-0.42930004,1870,1030
