-0.024850437,-0.073056884,50,50
0.042729408,-0.12558699,656,50
0.17540073,-0.15335542,1263,50
0.35031107,-0.10482285,1870,50
-0.17664097,-0.21405944,50,376
0.09454212,-0.29542425,656,376
0.30831054,-0.3186539,1263,376
0.45204163,-0.19517313,1870,376
-0.25715777,-0.3657254,50,703
-0.02058345,-0.41441414,656,703
0.19153906,-0.4406069,1263,703
0.44470403,-0.3212979,1870,703
-0.18740843,-0.45151946,50,1030
-0.023138683,-0.5209921,656,1030
0.3930952,-0.47134906,1263,1030
