-0.18566972,0.07938908,50,50
-0.03723329,0.0135065615,656,50
0.056849536,-0.017506119,1263,50
0.25800955,-0.043556098,1870,50
-0.043098994,-0.09250153,50,376
-0.007769236,-0.111416176,656,376
0.10368814,-0.12796769,1263,376
0.2475884,-0.12314932,1870,376
-0.12740281,-0.19271716,50,703
0.012198102,-0.26511195,656,703
0.070049256,-0.27097198,1263,703
0.26012507,-0.22036533,1870,703
-0.072647505,-0.29433906,50,1030
0.027170671,-0.3768608,656,1030
0.12540704,-0.4097801,1263,1030
