-0.5920774,-0.061875097,50,50
-0.12683596,-0.05142802,656,50
0.12953338,-0.11892507,1263,50
0.34430385,-0.12575896,1870,50
-0.45622334,-0.17200872,50,376
-0.08188787,-0.1977505,656,376
0.14403743,-0.17941366,1263,376
0.37949625,-0.19499598,1870,376
-0.4789636,-0.23938489,50,703
-0.11889711,-0.32697627,656,703
0.21138436,-0.36498758,1263,703
0.4134655,-0.34508267,1870,703
-0.59936273,-0.38593376,50,1030
-0.09541281,-0.47582245,656,1030
0.26244545,-0.48558727,1263,1030
0.477732,-0.46441856,1870,1030
