-0.19520192,-0.02470128,50,50
-0.09276356,-0.102899976,656,50
0.13986503,-0.111214824,1263,50
0.35741505,-0.09126294,1870,50
-0.161909,-0.14979182,50,376
-0.028448088,-0.23397462,656,376
0.21538739,-0.22207911,1263,376
0.42136762,-0.23704801,1870,376
-0.13510038,-0.30978915,50,703
0.033442013,-0.40764692,656,703
0.30917403,-0.41568083,1263,703
0.48187235,-0.4040436,1870,703
-0.10743954,-0.4145006,50,1030
0.11763137,-0.51532155,656,1030
0.36563173,-0.63297194,1263,1030
0.5061778,-0.61278015,1870,1030
