-0.29466832,-0.1515618,50,50
-0.08106338,-0.11982461,656,50
0.16121113,-0.11905032,1263,50
0.34021875,-0.11808577,1870,50
-0.15538715,-0.22675954,50,376
-0.0416999,-0.2215055,656,376
0.23690264,-0.21239148,1263,376
0.40440318,-0.19865881,1870,376
-0.15646385,-0.27017522,50,703
0.015953844,-0.38826585,656,703
0.30365056,-0.3945484,1263,703
0.44125018,-0.3697436,1870,703
-0.09296632,-0.4174269,50,1030
0.12818755,-0.59282345,656,1030
0.3490956,-0.66236436,1263,1030
0.5203056,-0.58277094,1870,1030
