-0.45345163,0.05902621,50.0,50.0
-0.2276947,0.021175375,656.0,50.0
-0.050393425,0.022419896,1263.0,50.0
0.1160341,-0.020331057,1870.0,50.0
-0.44224688,-0.07845259,50.0,376.0
-0.30680174,-0.16243674,656.0,376.0
-0.0708504,-0.1876191,1263.0,376.0
0.09431089,-0.17994161,1870.0,376.0
-0.50293666,-0.26757577,50.0,703.0
-0.35011613,-0.33603397,656.0,703.0
-0.15827179,-0.34498176,1263.0,703.0
0.1115529,-0.3265983,1870.0,703.0
-0.51807094,-0.41905412,50.0,1030.0
-0.2897289,-0.4080431,656.0,1030.0
-0.05640256,-0.42031527,1263.0,1030.0
0.21235651,-0.40550768,1870.0,1030.0
-0.44376704,0.01843875,50.0,50.0
-0.27726305,0.01631949,656.0,50.0
-0.030303532,-0.0007314734,1263.0,50.0
0.13771924,-0.0063937414,1870.0,50.0
-0.46374205,-0.08489459,50.0,376.0
-0.31608933,-0.13005152,656.0,376.0
-0.03901202,-0.17891492,1263.0,376.0
0.12419134,-0.16852234,1870.0,376.0
-0.5395086,-0.26839828,50.0,703.0
-0.3933512,-0.28819087,656.0,703.0
-0.11035723,-0.34151375,1263.0,703.0
0.102463245,-0.26271498,1870.0,703.0
-0.51361847,-0.38047454,50.0,1030.0
-0.30543783,-0.3533725,656.0,1030.0
-0.09306591,-0.40779635,1263.0,1030.0
0.14524777,-0.3626922,1870.0,1030.0
-0.45808467,0.03380734,50.0,50.0
-0.2665093,-0.006391249,656.0,50.0
-0.08064936,4.3339414e-06,1263.0,50.0
0.12454011,-0.031145453,1870.0,50.0
-0.4534753,-0.047523092,50.0,376.0
-0.3155708,-0.10969384,656.0,376.0
-0.06916721,-0.17515992,1263.0,376.0
0.13822137,-0.16572744,1870.0,376.0
-0.57940286,-0.2308961,50.0,703.0
-0.33781686,-0.25359067,656.0,703.0
-0.071820125,-0.31862095,1263.0,703.0
0.13492881,-0.26687402,1870.0,703.0
-0.4836854,-0.35924995,50.0,1030.0
-0.34331247,-0.387035,656.0,1030.0
-0.013938769,-0.42188242,1263.0,1030.0
0.20271207,-0.37076032,1870.0,1030.0
-0.47566462,0.018941564,50.0,50.0
-0.2808492,0.0070646405,656.0,50.0
-0.1279235,-0.044090543,1263.0,50.0
0.10717926,-0.0635989,1870.0,50.0
-0.5298632,-0.10633651,50.0,376.0
-0.3147373,-0.14830051,656.0,376.0
-0.066063784,-0.19874464,1263.0,376.0
0.12042212,-0.17055301,1870.0,376.0
-0.560146,-0.28260806,50.0,703.0
-0.3466016,-0.31703904,656.0,703.0
-0.08005947,-0.31159985,1263.0,703.0
0.07495944,-0.272932,1870.0,703.0
-0.5354648,-0.37272584,50.0,1030.0
-0.30001444,-0.37767917,656.0,1030.0
-0.06846307,-0.38874617,1263.0,1030.0
0.12844326,-0.3884675,1870.0,1030.0
-0.45031565,0.03913881,50.0,50.0
-0.26806685,-0.049566124,656.0,50.0
-0.046481024,-0.084346585,1263.0,50.0
0.11097963,-0.09069436,1870.0,50.0
-0.43779996,-0.15981,50.0,376.0
-0.24838719,-0.1976056,656.0,376.0
-0.044806063,-0.25773343,1263.0,376.0
0.10507584,-0.18801264,1870.0,376.0
-0.40435934,-0.29624173,50.0,703.0
-0.24919778,-0.3234849,656.0,703.0
-0.08349474,-0.3742107,1263.0,703.0
0.06702126,-0.34979644,1870.0,703.0
-0.49910194,-0.44721192,50.0,1030.0
-0.3225804,-0.45051378,656.0,1030.0
-0.045533787,-0.44503888,1263.0,1030.0
0.19082424,-0.43414307,1870.0,1030.0
